variable,forecast_domain,reference_date,forecast_date,naive_2.5,naive_50,naive_97.5
sst,panarctic,2004-10-06,2004-10-10,0.602,0.788,1.372
sst,panarctic,2004-10-06,2004-10-11,0.592,0.78,1.361
sst,panarctic,2004-10-06,2004-10-12,0.589,0.774,1.366
sst,panarctic,2004-10-06,2004-10-13,0.59,0.778,1.35
sst,panarctic,2004-10-06,2004-10-14,0.593,0.781,1.356
sst,panarctic,2004-10-06,2004-10-15,0.594,0.786,1.353
sst,panarctic,2004-10-06,2004-10-16,0.592,0.786,1.343
sst,panarctic,2004-10-06,2004-10-17,0.594,0.784,1.348
sst,panarctic,2004-10-06,2004-10-18,0.621,0.791,1.356
sst,panarctic,2004-10-06,2004-10-19,0.608,0.779,1.333
sst,panarctic,2004-10-06,2004-10-20,0.6,0.768,1.314
sst,panarctic,2004-10-08,2004-10-09,0.604,0.8,1.344
sst,panarctic,2004-10-08,2004-10-10,0.591,0.788,1.356
sst,panarctic,2004-10-08,2004-10-11,0.585,0.78,1.334
sst,panarctic,2004-10-08,2004-10-12,0.582,0.779,1.329
sst,panarctic,2004-10-08,2004-10-13,0.579,0.782,1.321
sst,panarctic,2004-10-08,2004-10-14,0.584,0.782,1.325
sst,panarctic,2004-10-08,2004-10-15,0.586,0.783,1.31
sst,panarctic,2004-10-08,2004-10-16,0.592,0.785,1.303
sst,panarctic,2004-10-08,2004-10-17,0.597,0.79,1.29
sst,panarctic,2004-10-08,2004-10-18,0.623,0.795,1.335
sst,panarctic,2004-10-08,2004-10-19,0.613,0.78,1.312
sst,panarctic,2004-10-08,2004-10-20,0.605,0.77,1.305
sst,panarctic,2004-10-08,2004-10-21,0.597,0.76,1.3
sst,panarctic,2004-10-08,2004-10-22,0.582,0.748,1.291
sst,panarctic,2011-11-04,2011-11-05,0.504,0.673,1.104
sst,panarctic,2011-11-04,2011-11-06,0.504,0.665,1.089
sst,panarctic,2011-11-04,2011-11-07,0.484,0.65,1.084
sst,panarctic,2011-11-04,2011-11-08,0.523,0.681,1.087
sst,panarctic,2011-11-04,2011-11-09,0.53,0.677,1.066
sst,panarctic,2011-11-04,2011-11-10,0.5,0.648,1.036
sst,panarctic,2011-11-04,2011-11-11,0.498,0.644,1.025
sst,panarctic,2011-11-04,2011-11-12,0.481,0.631,1.009
sst,panarctic,2011-11-04,2011-11-13,0.477,0.634,0.997
sst,panarctic,2011-11-04,2011-11-14,0.488,0.643,1.001
sst,panarctic,2011-11-04,2011-11-15,0.484,0.639,1.011
sst,panarctic,2011-11-04,2011-11-16,0.472,0.624,0.987
sst,panarctic,2011-11-04,2011-11-17,0.476,0.631,0.986
sst,panarctic,2011-11-04,2011-11-18,0.47,0.623,0.968
sst,panarctic,2011-11-06,2011-11-07,0.497,0.658,1.132
sst,panarctic,2011-11-06,2011-11-08,0.529,0.689,1.124
sst,panarctic,2011-11-06,2011-11-09,0.533,0.685,1.102
sst,panarctic,2011-11-06,2011-11-10,0.495,0.658,1.085
sst,panarctic,2011-11-06,2011-11-11,0.495,0.652,1.078
sst,panarctic,2011-11-06,2011-11-12,0.477,0.638,1.058
sst,panarctic,2011-11-06,2011-11-13,0.482,0.64,1.056
sst,panarctic,2011-11-06,2011-11-14,0.498,0.649,1.048
sst,panarctic,2011-11-06,2011-11-15,0.495,0.641,1.051
sst,panarctic,2011-11-06,2011-11-16,0.48,0.626,1.028
sst,panarctic,2011-11-06,2011-11-17,0.486,0.633,1.023
sst,panarctic,2011-11-06,2011-11-18,0.477,0.628,0.998
sst,panarctic,2011-11-06,2011-11-19,0.462,0.616,0.98
sst,panarctic,2011-11-06,2011-11-20,0.463,0.623,0.964
t2m,alaska,2004-10-06,2004-10-07,2.061,3.167,7.156
t2m,alaska,2004-10-06,2004-10-08,2.362,3.426,7.331
t2m,alaska,2004-10-06,2004-10-09,2.344,3.372,7.099
t2m,alaska,2004-10-06,2004-10-10,2.321,3.41,6.743
t2m,alaska,2004-10-06,2004-10-11,2.241,3.26,6.423
t2m,alaska,2004-10-06,2004-10-12,2.632,3.687,6.443
t2m,alaska,2004-10-06,2004-10-13,2.78,3.899,6.783
t2m,alaska,2004-10-06,2004-10-14,2.728,3.749,6.919
t2m,alaska,2004-10-06,2004-10-15,3.087,4.475,8.368
t2m,alaska,2004-10-06,2004-10-16,2.996,4.363,8.071
t2m,alaska,2004-10-06,2004-10-17,3.442,4.829,8.393
t2m,alaska,2004-10-06,2004-10-18,3.913,5.261,7.782
t2m,alaska,2004-10-06,2004-10-19,4.16,5.584,8.182
t2m,alaska,2004-10-06,2004-10-20,3.353,4.77,8.657
t2m,alaska,2004-10-08,2004-10-09,2.263,3.422,7.328
t2m,alaska,2004-10-08,2004-10-10,2.375,3.437,6.907
t2m,alaska,2004-10-08,2004-10-11,2.296,3.256,6.406
t2m,alaska,2004-10-08,2004-10-12,2.669,3.674,6.574
t2m,alaska,2004-10-08,2004-10-13,2.795,3.902,7.094
t2m,alaska,2004-10-08,2004-10-14,2.765,3.749,7.074
t2m,alaska,2004-10-08,2004-10-15,3.067,4.491,8.483
t2m,alaska,2004-10-08,2004-10-16,2.946,4.393,8.367
t2m,alaska,2004-10-08,2004-10-17,3.382,4.864,8.577
t2m,alaska,2004-10-08,2004-10-18,3.819,5.316,8.07
t2m,alaska,2004-10-08,2004-10-19,4.027,5.597,8.303
t2m,alaska,2004-10-08,2004-10-20,3.302,4.776,8.859
t2m,alaska,2004-10-08,2004-10-21,2.983,4.358,8.323
t2m,alaska,2004-10-08,2004-10-22,2.823,4.011,8.013
t2m,alaska,2011-11-04,2011-11-05,2.92,3.827,6.518
t2m,alaska,2011-11-04,2011-11-06,2.995,4.012,6.966
t2m,alaska,2011-11-04,2011-11-07,2.936,3.985,6.816
t2m,alaska,2011-11-04,2011-11-08,3.83,5.066,7.489
t2m,alaska,2011-11-04,2011-11-09,3.861,5.155,7.474
t2m,alaska,2011-11-04,2011-11-10,3.431,4.55,7.496
t2m,alaska,2011-11-04,2011-11-11,3.439,4.365,7.434
t2m,alaska,2011-11-04,2011-11-12,3.184,4.195,6.544
t2m,alaska,2011-11-04,2011-11-13,3.341,4.352,6.738
t2m,alaska,2011-11-04,2011-11-14,3.812,5.366,8.098
t2m,alaska,2011-11-04,2011-11-15,4.665,6.68,9.611
t2m,alaska,2011-11-04,2011-11-16,5.278,7.289,10.217
t2m,alaska,2011-11-04,2011-11-17,5.377,7.318,10.386
t2m,alaska,2011-11-04,2011-11-18,5.461,7.524,10.414
t2m,alaska,2011-11-06,2011-11-07,2.934,4.066,6.874
t2m,alaska,2011-11-06,2011-11-08,3.855,5.105,7.61
t2m,alaska,2011-11-06,2011-11-09,3.939,5.151,7.489
t2m,alaska,2011-11-06,2011-11-10,3.35,4.525,7.317
t2m,alaska,2011-11-06,2011-11-11,3.358,4.34,7.248
t2m,alaska,2011-11-06,2011-11-12,3.137,4.218,6.69
t2m,alaska,2011-11-06,2011-11-13,3.356,4.353,6.805
t2m,alaska,2011-11-06,2011-11-14,3.845,5.331,7.989
t2m,alaska,2011-11-06,2011-11-15,4.728,6.649,9.638
t2m,alaska,2011-11-06,2011-11-16,5.156,7.297,10.322
t2m,alaska,2011-11-06,2011-11-17,5.157,7.382,10.441
t2m,alaska,2011-11-06,2011-11-18,5.274,7.633,10.621
t2m,alaska,2011-11-06,2011-11-19,5.86,8.251,11.158
t2m,alaska,2011-11-06,2011-11-20,5.401,8.001,10.945
t2m,north_pacific,2004-10-06,2004-10-07,2.098,2.837,5.631
t2m,north_pacific,2004-10-06,2004-10-08,2.234,2.972,5.741
t2m,north_pacific,2004-10-06,2004-10-09,2.37,3.131,5.778
t2m,north_pacific,2004-10-06,2004-10-10,2.413,3.188,5.767
t2m,north_pacific,2004-10-06,2004-10-11,2.277,3.022,5.731
t2m,north_pacific,2004-10-06,2004-10-12,2.262,2.983,5.732
t2m,north_pacific,2004-10-06,2004-10-13,2.419,3.147,5.876
t2m,north_pacific,2004-10-06,2004-10-14,2.637,3.431,6.518
t2m,north_pacific,2004-10-06,2004-10-15,2.771,3.619,6.549
t2m,north_pacific,2004-10-06,2004-10-16,2.927,3.779,6.467
t2m,north_pacific,2004-10-06,2004-10-17,3.028,3.962,7.093
t2m,north_pacific,2004-10-06,2004-10-18,3.259,4.179,7.426
t2m,north_pacific,2004-10-06,2004-10-19,3.209,4.187,7.143
t2m,north_pacific,2004-10-06,2004-10-20,2.801,3.75,6.773
t2m,north_pacific,2004-10-08,2004-10-09,2.407,3.12,6.093
t2m,north_pacific,2004-10-08,2004-10-10,2.472,3.19,6.107
t2m,north_pacific,2004-10-08,2004-10-11,2.324,3.017,5.954
t2m,north_pacific,2004-10-08,2004-10-12,2.281,3.001,5.863
t2m,north_pacific,2004-10-08,2004-10-13,2.429,3.166,6.184
t2m,north_pacific,2004-10-08,2004-10-14,2.633,3.395,6.738
t2m,north_pacific,2004-10-08,2004-10-15,2.773,3.574,6.742
t2m,north_pacific,2004-10-08,2004-10-16,2.959,3.732,6.705
t2m,north_pacific,2004-10-08,2004-10-17,3.069,3.904,7.348
t2m,north_pacific,2004-10-08,2004-10-18,3.199,4.105,7.523
t2m,north_pacific,2004-10-08,2004-10-19,3.23,4.134,7.371
t2m,north_pacific,2004-10-08,2004-10-20,2.825,3.703,6.859
t2m,north_pacific,2004-10-08,2004-10-21,2.984,3.85,6.414
t2m,north_pacific,2004-10-08,2004-10-22,2.855,3.706,6.169
t2m,north_pacific,2011-11-04,2011-11-05,3.17,4.017,6.261
t2m,north_pacific,2011-11-04,2011-11-06,3.231,4.066,6.703
t2m,north_pacific,2011-11-04,2011-11-07,2.942,3.821,6.393
t2m,north_pacific,2011-11-04,2011-11-08,3.444,4.251,6.447
t2m,north_pacific,2011-11-04,2011-11-09,3.652,4.382,6.397
t2m,north_pacific,2011-11-04,2011-11-10,3.496,4.206,6.121
t2m,north_pacific,2011-11-04,2011-11-11,3.339,3.965,5.871
t2m,north_pacific,2011-11-04,2011-11-12,3.27,3.919,5.801
t2m,north_pacific,2011-11-04,2011-11-13,3.203,3.921,5.791
t2m,north_pacific,2011-11-04,2011-11-14,3.129,3.906,6.021
t2m,north_pacific,2011-11-04,2011-11-15,3.221,4.065,6.447
t2m,north_pacific,2011-11-04,2011-11-16,3.402,4.278,6.719
t2m,north_pacific,2011-11-04,2011-11-17,3.643,4.493,6.293
t2m,north_pacific,2011-11-04,2011-11-18,3.85,4.795,6.453
t2m,north_pacific,2011-11-06,2011-11-07,2.962,3.895,6.307
t2m,north_pacific,2011-11-06,2011-11-08,3.488,4.323,6.381
t2m,north_pacific,2011-11-06,2011-11-09,3.673,4.436,6.362
t2m,north_pacific,2011-11-06,2011-11-10,3.52,4.254,6.13
t2m,north_pacific,2011-11-06,2011-11-11,3.289,3.993,6.034
t2m,north_pacific,2011-11-06,2011-11-12,3.282,3.957,6.01
t2m,north_pacific,2011-11-06,2011-11-13,3.212,3.93,5.899
t2m,north_pacific,2011-11-06,2011-11-14,3.143,3.939,6.11
t2m,north_pacific,2011-11-06,2011-11-15,3.208,4.073,6.508
t2m,north_pacific,2011-11-06,2011-11-16,3.374,4.281,6.804
t2m,north_pacific,2011-11-06,2011-11-17,3.633,4.488,6.308
t2m,north_pacific,2011-11-06,2011-11-18,3.879,4.776,6.53
t2m,north_pacific,2011-11-06,2011-11-19,4.056,4.987,6.746
t2m,north_pacific,2011-11-06,2011-11-20,3.937,4.951,6.997
t2m,northern_hs,2004-10-06,2004-10-07,2.773,3.437,6.171
t2m,northern_hs,2004-10-06,2004-10-08,2.825,3.455,6.208
t2m,northern_hs,2004-10-06,2004-10-09,2.831,3.46,6.367
t2m,northern_hs,2004-10-06,2004-10-10,2.715,3.348,6.367
t2m,northern_hs,2004-10-06,2004-10-11,2.814,3.424,6.254
t2m,northern_hs,2004-10-06,2004-10-12,2.966,3.604,6.37
t2m,northern_hs,2004-10-06,2004-10-13,2.993,3.631,6.202
t2m,northern_hs,2004-10-06,2004-10-14,3.205,3.782,6.339
t2m,northern_hs,2004-10-06,2004-10-15,3.076,3.712,6.33
t2m,northern_hs,2004-10-06,2004-10-16,3.145,3.759,6.275
t2m,northern_hs,2004-10-06,2004-10-17,3.265,3.869,6.438
t2m,northern_hs,2004-10-06,2004-10-18,3.395,4.026,6.734
t2m,northern_hs,2004-10-06,2004-10-19,3.623,4.294,6.921
t2m,northern_hs,2004-10-06,2004-10-20,3.615,4.257,6.879
t2m,northern_hs,2004-10-08,2004-10-09,2.844,3.464,6.257
t2m,northern_hs,2004-10-08,2004-10-10,2.705,3.358,6.202
t2m,northern_hs,2004-10-08,2004-10-11,2.78,3.442,6.136
t2m,northern_hs,2004-10-08,2004-10-12,2.953,3.583,6.264
t2m,northern_hs,2004-10-08,2004-10-13,2.987,3.627,6.191
t2m,northern_hs,2004-10-08,2004-10-14,3.234,3.778,6.32
t2m,northern_hs,2004-10-08,2004-10-15,3.12,3.724,6.295
t2m,northern_hs,2004-10-08,2004-10-16,3.155,3.764,6.37
t2m,northern_hs,2004-10-08,2004-10-17,3.272,3.899,6.442
t2m,northern_hs,2004-10-08,2004-10-18,3.398,4.078,6.644
t2m,northern_hs,2004-10-08,2004-10-19,3.656,4.343,6.866
t2m,northern_hs,2004-10-08,2004-10-20,3.591,4.309,6.832
t2m,northern_hs,2004-10-08,2004-10-21,3.485,4.192,6.676
t2m,northern_hs,2004-10-08,2004-10-22,3.332,4.01,6.53
t2m,northern_hs,2011-11-04,2011-11-05,4.119,4.804,6.702
t2m,northern_hs,2011-11-04,2011-11-06,4.325,5.016,7.02
t2m,northern_hs,2011-11-04,2011-11-07,4.29,4.98,6.838
t2m,northern_hs,2011-11-04,2011-11-08,4.246,4.925,6.738
t2m,northern_hs,2011-11-04,2011-11-09,4.02,4.675,6.608
t2m,northern_hs,2011-11-04,2011-11-10,3.914,4.559,6.51
t2m,northern_hs,2011-11-04,2011-11-11,3.749,4.356,6.239
t2m,northern_hs,2011-11-04,2011-11-12,3.529,4.141,6.098
t2m,northern_hs,2011-11-04,2011-11-13,3.702,4.293,6.127
t2m,northern_hs,2011-11-04,2011-11-14,3.809,4.388,6.123
t2m,northern_hs,2011-11-04,2011-11-15,3.774,4.417,6.213
t2m,northern_hs,2011-11-04,2011-11-16,3.931,4.588,6.387
t2m,northern_hs,2011-11-04,2011-11-17,4.016,4.661,6.316
t2m,northern_hs,2011-11-04,2011-11-18,4.09,4.787,6.443
t2m,northern_hs,2011-11-06,2011-11-07,4.296,5.0,6.973
t2m,northern_hs,2011-11-06,2011-11-08,4.305,4.945,6.879
t2m,northern_hs,2011-11-06,2011-11-09,4.068,4.701,6.751
t2m,northern_hs,2011-11-06,2011-11-10,3.945,4.59,6.639
t2m,northern_hs,2011-11-06,2011-11-11,3.785,4.374,6.261
t2m,northern_hs,2011-11-06,2011-11-12,3.544,4.164,6.087
t2m,northern_hs,2011-11-06,2011-11-13,3.714,4.309,6.155
t2m,northern_hs,2011-11-06,2011-11-14,3.782,4.405,6.188
t2m,northern_hs,2011-11-06,2011-11-15,3.735,4.432,6.307
t2m,northern_hs,2011-11-06,2011-11-16,3.959,4.602,6.439
t2m,northern_hs,2011-11-06,2011-11-17,4.015,4.676,6.405
t2m,northern_hs,2011-11-06,2011-11-18,4.129,4.815,6.518
t2m,northern_hs,2011-11-06,2011-11-19,4.244,4.955,6.654
t2m,northern_hs,2011-11-06,2011-11-20,4.218,4.882,6.702
t2m,panarctic,2004-10-06,2004-10-07,3.215,4.338,8.31
t2m,panarctic,2004-10-06,2004-10-08,3.195,4.316,8.177
t2m,panarctic,2004-10-06,2004-10-09,3.172,4.309,8.173
t2m,panarctic,2004-10-06,2004-10-10,3.236,4.345,8.312
t2m,panarctic,2004-10-06,2004-10-11,3.407,4.457,8.326
t2m,panarctic,2004-10-06,2004-10-12,3.474,4.594,8.308
t2m,panarctic,2004-10-06,2004-10-13,3.446,4.517,8.169
t2m,panarctic,2004-10-06,2004-10-14,3.513,4.505,8.259
t2m,panarctic,2004-10-06,2004-10-15,3.806,4.875,8.459
t2m,panarctic,2004-10-06,2004-10-16,3.923,4.997,8.436
t2m,panarctic,2004-10-06,2004-10-17,4.206,5.19,8.725
t2m,panarctic,2004-10-06,2004-10-18,4.425,5.482,9.014
t2m,panarctic,2004-10-06,2004-10-19,4.847,6.021,9.201
t2m,panarctic,2004-10-06,2004-10-20,4.776,5.972,9.129
t2m,panarctic,2004-10-08,2004-10-09,3.18,4.189,8.135
t2m,panarctic,2004-10-08,2004-10-10,3.252,4.223,8.129
t2m,panarctic,2004-10-08,2004-10-11,3.425,4.361,8.172
t2m,panarctic,2004-10-08,2004-10-12,3.512,4.492,8.294
t2m,panarctic,2004-10-08,2004-10-13,3.462,4.427,8.151
t2m,panarctic,2004-10-08,2004-10-14,3.492,4.433,8.109
t2m,panarctic,2004-10-08,2004-10-15,3.816,4.83,8.42
t2m,panarctic,2004-10-08,2004-10-16,3.95,4.925,8.399
t2m,panarctic,2004-10-08,2004-10-17,4.168,5.123,8.527
t2m,panarctic,2004-10-08,2004-10-18,4.437,5.41,8.791
t2m,panarctic,2004-10-08,2004-10-19,4.82,5.909,9.108
t2m,panarctic,2004-10-08,2004-10-20,4.769,5.892,9.005
t2m,panarctic,2004-10-08,2004-10-21,4.602,5.693,8.82
t2m,panarctic,2004-10-08,2004-10-22,4.266,5.287,8.577
t2m,panarctic,2011-11-04,2011-11-05,5.745,6.729,9.297
t2m,panarctic,2011-11-04,2011-11-06,5.76,6.85,9.637
t2m,panarctic,2011-11-04,2011-11-07,5.444,6.597,9.0
t2m,panarctic,2011-11-04,2011-11-08,5.359,6.466,8.893
t2m,panarctic,2011-11-04,2011-11-09,5.142,6.108,8.729
t2m,panarctic,2011-11-04,2011-11-10,5.016,6.022,8.857
t2m,panarctic,2011-11-04,2011-11-11,4.876,5.758,8.123
t2m,panarctic,2011-11-04,2011-11-12,4.588,5.482,8.099
t2m,panarctic,2011-11-04,2011-11-13,4.886,5.709,8.123
t2m,panarctic,2011-11-04,2011-11-14,4.765,5.625,7.974
t2m,panarctic,2011-11-04,2011-11-15,4.884,5.813,8.169
t2m,panarctic,2011-11-04,2011-11-16,5.184,6.211,8.45
t2m,panarctic,2011-11-04,2011-11-17,5.322,6.344,8.524
t2m,panarctic,2011-11-04,2011-11-18,5.52,6.492,8.755
t2m,panarctic,2011-11-06,2011-11-07,5.47,6.583,9.234
t2m,panarctic,2011-11-06,2011-11-08,5.405,6.42,8.929
t2m,panarctic,2011-11-06,2011-11-09,5.171,6.073,8.799
t2m,panarctic,2011-11-06,2011-11-10,5.003,5.992,8.874
t2m,panarctic,2011-11-06,2011-11-11,4.856,5.698,8.118
t2m,panarctic,2011-11-06,2011-11-12,4.573,5.434,7.92
t2m,panarctic,2011-11-06,2011-11-13,4.89,5.657,7.945
t2m,panarctic,2011-11-06,2011-11-14,4.754,5.582,7.94
t2m,panarctic,2011-11-06,2011-11-15,4.922,5.792,8.212
t2m,panarctic,2011-11-06,2011-11-16,5.195,6.182,8.527
t2m,panarctic,2011-11-06,2011-11-17,5.283,6.296,8.429
t2m,panarctic,2011-11-06,2011-11-18,5.467,6.509,8.526
t2m,panarctic,2011-11-06,2011-11-19,5.542,6.625,8.712
t2m,panarctic,2011-11-06,2011-11-20,5.355,6.381,8.683
z,alaska,2004-10-06,2004-10-07,738.765,1140.211,1700.761
z,alaska,2004-10-06,2004-10-08,853.452,1195.659,1753.029
z,alaska,2004-10-06,2004-10-09,683.376,1171.823,1965.209
z,alaska,2004-10-06,2004-10-10,790.017,1258.461,1999.933
z,alaska,2004-10-06,2004-10-11,890.028,1339.726,1909.398
z,alaska,2004-10-06,2004-10-12,953.138,1416.725,1947.175
z,alaska,2004-10-06,2004-10-13,827.927,1211.725,1816.539
z,alaska,2004-10-06,2004-10-14,913.541,1525.317,2361.484
z,alaska,2004-10-06,2004-10-15,955.229,1538.126,2365.897
z,alaska,2004-10-06,2004-10-16,959.231,1484.502,2170.5
z,alaska,2004-10-06,2004-10-17,1033.948,1515.33,2131.125
z,alaska,2004-10-06,2004-10-18,1186.603,1620.138,2195.985
z,alaska,2004-10-06,2004-10-19,1448.161,1796.869,2173.791
z,alaska,2004-10-06,2004-10-20,1036.731,1466.851,1885.413
z,alaska,2004-10-08,2004-10-09,704.836,1150.973,1914.325
z,alaska,2004-10-08,2004-10-10,784.871,1275.899,1981.393
z,alaska,2004-10-08,2004-10-11,913.135,1353.211,1916.087
z,alaska,2004-10-08,2004-10-12,1005.824,1420.084,1951.421
z,alaska,2004-10-08,2004-10-13,842.689,1238.182,1815.021
z,alaska,2004-10-08,2004-10-14,896.909,1545.152,2415.071
z,alaska,2004-10-08,2004-10-15,927.939,1551.68,2410.707
z,alaska,2004-10-08,2004-10-16,940.013,1504.291,2248.377
z,alaska,2004-10-08,2004-10-17,995.045,1523.324,2234.935
z,alaska,2004-10-08,2004-10-18,1142.487,1631.419,2239.581
z,alaska,2004-10-08,2004-10-19,1470.088,1798.196,2195.149
z,alaska,2004-10-08,2004-10-20,1085.826,1460.561,1952.92
z,alaska,2004-10-08,2004-10-21,930.699,1347.478,1832.186
z,alaska,2004-10-08,2004-10-22,1018.3,1510.903,1979.526
z,alaska,2011-11-04,2011-11-05,1075.279,1558.217,2099.397
z,alaska,2011-11-04,2011-11-06,1123.693,1630.681,2287.774
z,alaska,2011-11-04,2011-11-07,848.393,1378.023,2109.297
z,alaska,2011-11-04,2011-11-08,818.801,1248.889,1737.282
z,alaska,2011-11-04,2011-11-09,1168.935,1555.716,1972.418
z,alaska,2011-11-04,2011-11-10,1254.025,1740.029,2211.319
z,alaska,2011-11-04,2011-11-11,1096.672,1539.684,1977.309
z,alaska,2011-11-04,2011-11-12,1442.426,1964.332,2590.417
z,alaska,2011-11-04,2011-11-13,1515.109,2023.933,2642.947
z,alaska,2011-11-04,2011-11-14,1209.876,1697.479,2255.33
z,alaska,2011-11-04,2011-11-15,1054.561,1490.44,2002.243
z,alaska,2011-11-04,2011-11-16,1118.852,1589.234,2064.594
z,alaska,2011-11-04,2011-11-17,1309.226,1786.34,2312.274
z,alaska,2011-11-04,2011-11-18,1076.603,1572.552,2136.153
z,alaska,2011-11-06,2011-11-07,870.482,1420.181,2132.948
z,alaska,2011-11-06,2011-11-08,807.035,1236.148,1770.255
z,alaska,2011-11-06,2011-11-09,1176.46,1567.822,1998.119
z,alaska,2011-11-06,2011-11-10,1266.281,1756.254,2303.89
z,alaska,2011-11-06,2011-11-11,1111.037,1538.026,1990.934
z,alaska,2011-11-06,2011-11-12,1445.622,1970.83,2652.986
z,alaska,2011-11-06,2011-11-13,1529.618,2015.98,2673.951
z,alaska,2011-11-06,2011-11-14,1185.814,1689.365,2290.596
z,alaska,2011-11-06,2011-11-15,1003.705,1483.738,2008.248
z,alaska,2011-11-06,2011-11-16,1067.576,1582.915,2081.039
z,alaska,2011-11-06,2011-11-17,1259.871,1780.174,2334.888
z,alaska,2011-11-06,2011-11-18,1067.708,1564.719,2144.424
z,alaska,2011-11-06,2011-11-19,1050.226,1477.755,1933.885
z,alaska,2011-11-06,2011-11-20,1005.268,1500.772,2165.432
z,north_pacific,2004-10-06,2004-10-07,623.573,830.547,1152.797
z,north_pacific,2004-10-06,2004-10-08,701.525,917.591,1214.901
z,north_pacific,2004-10-06,2004-10-09,700.763,917.023,1200.466
z,north_pacific,2004-10-06,2004-10-10,706.197,922.227,1192.105
z,north_pacific,2004-10-06,2004-10-11,716.543,928.542,1206.668
z,north_pacific,2004-10-06,2004-10-12,762.465,965.161,1246.834
z,north_pacific,2004-10-06,2004-10-13,806.28,988.448,1256.64
z,north_pacific,2004-10-06,2004-10-14,927.352,1137.262,1388.977
z,north_pacific,2004-10-06,2004-10-15,891.545,1094.967,1386.996
z,north_pacific,2004-10-06,2004-10-16,854.456,1056.3,1352.25
z,north_pacific,2004-10-06,2004-10-17,902.053,1098.352,1379.341
z,north_pacific,2004-10-06,2004-10-18,889.811,1085.905,1355.354
z,north_pacific,2004-10-06,2004-10-19,930.431,1129.689,1395.195
z,north_pacific,2004-10-06,2004-10-20,785.442,982.439,1266.427
z,north_pacific,2004-10-08,2004-10-09,704.065,918.27,1240.512
z,north_pacific,2004-10-08,2004-10-10,717.923,923.467,1221.949
z,north_pacific,2004-10-08,2004-10-11,743.03,935.003,1212.056
z,north_pacific,2004-10-08,2004-10-12,758.309,970.209,1255.418
z,north_pacific,2004-10-08,2004-10-13,793.956,997.513,1247.929
z,north_pacific,2004-10-08,2004-10-14,929.293,1139.432,1374.737
z,north_pacific,2004-10-08,2004-10-15,881.868,1090.828,1347.453
z,north_pacific,2004-10-08,2004-10-16,843.746,1057.084,1313.796
z,north_pacific,2004-10-08,2004-10-17,891.162,1101.408,1359.12
z,north_pacific,2004-10-08,2004-10-18,879.075,1100.359,1337.961
z,north_pacific,2004-10-08,2004-10-19,919.866,1140.447,1381.159
z,north_pacific,2004-10-08,2004-10-20,787.526,984.828,1237.85
z,north_pacific,2004-10-08,2004-10-21,721.369,916.844,1182.795
z,north_pacific,2004-10-08,2004-10-22,742.83,962.559,1224.8
z,north_pacific,2011-11-04,2011-11-05,1084.056,1443.586,1835.186
z,north_pacific,2011-11-04,2011-11-06,1111.536,1493.956,1919.921
z,north_pacific,2011-11-04,2011-11-07,974.814,1353.33,1771.693
z,north_pacific,2011-11-04,2011-11-08,910.541,1222.5,1604.125
z,north_pacific,2011-11-04,2011-11-09,1074.027,1368.391,1727.098
z,north_pacific,2011-11-04,2011-11-10,1027.497,1311.039,1652.558
z,north_pacific,2011-11-04,2011-11-11,933.572,1179.617,1452.97
z,north_pacific,2011-11-04,2011-11-12,938.77,1202.058,1490.186
z,north_pacific,2011-11-04,2011-11-13,873.928,1135.48,1417.537
z,north_pacific,2011-11-04,2011-11-14,761.732,994.884,1274.544
z,north_pacific,2011-11-04,2011-11-15,741.702,958.006,1220.911
z,north_pacific,2011-11-04,2011-11-16,832.121,1042.926,1284.708
z,north_pacific,2011-11-04,2011-11-17,978.481,1171.798,1402.454
z,north_pacific,2011-11-04,2011-11-18,933.33,1141.623,1386.96
z,north_pacific,2011-11-06,2011-11-07,992.068,1361.807,1778.833
z,north_pacific,2011-11-06,2011-11-08,923.99,1236.121,1601.758
z,north_pacific,2011-11-06,2011-11-09,1070.728,1383.077,1719.735
z,north_pacific,2011-11-06,2011-11-10,1027.949,1315.538,1655.524
z,north_pacific,2011-11-06,2011-11-11,940.973,1172.12,1466.138
z,north_pacific,2011-11-06,2011-11-12,943.14,1190.182,1507.928
z,north_pacific,2011-11-06,2011-11-13,862.139,1129.441,1430.669
z,north_pacific,2011-11-06,2011-11-14,759.846,989.781,1289.319
z,north_pacific,2011-11-06,2011-11-15,742.972,956.688,1235.143
z,north_pacific,2011-11-06,2011-11-16,829.545,1047.608,1311.738
z,north_pacific,2011-11-06,2011-11-17,976.572,1172.417,1408.927
z,north_pacific,2011-11-06,2011-11-18,931.977,1144.855,1397.16
z,north_pacific,2011-11-06,2011-11-19,919.47,1126.123,1381.61
z,north_pacific,2011-11-06,2011-11-20,932.029,1160.901,1430.197
z,northern_hs,2004-10-06,2004-10-07,711.281,855.796,1096.905
z,northern_hs,2004-10-06,2004-10-08,722.117,867.488,1104.982
z,northern_hs,2004-10-06,2004-10-09,708.019,846.563,1070.739
z,northern_hs,2004-10-06,2004-10-10,718.871,843.304,1080.641
z,northern_hs,2004-10-06,2004-10-11,750.869,874.087,1110.96
z,northern_hs,2004-10-06,2004-10-12,765.137,885.609,1120.573
z,northern_hs,2004-10-06,2004-10-13,779.461,919.603,1151.471
z,northern_hs,2004-10-06,2004-10-14,844.641,991.407,1193.015
z,northern_hs,2004-10-06,2004-10-15,885.764,1031.777,1244.2
