variable,search_domain,forecast_domain,anomaly_search,reference_date,forecast_date,forecast_error
sst,panarctic,alaska,True,2011-11-04,2011-11-11,0.884
sst,panarctic,alaska,True,2011-11-04,2011-11-12,0.883
sst,panarctic,alaska,True,2011-11-04,2011-11-13,0.759
sst,panarctic,alaska,True,2011-11-04,2011-11-14,0.721
sst,panarctic,alaska,True,2011-11-04,2011-11-15,0.71
sst,panarctic,alaska,True,2011-11-04,2011-11-16,0.77
sst,panarctic,alaska,True,2011-11-04,2011-11-17,0.759
sst,panarctic,alaska,True,2011-11-04,2011-11-18,0.687
sst,panarctic,alaska,True,2011-11-06,2011-11-07,0.663
sst,panarctic,alaska,True,2011-11-06,2011-11-08,0.663
sst,panarctic,alaska,True,2011-11-06,2011-11-09,0.797
sst,panarctic,alaska,True,2011-11-06,2011-11-10,0.756
sst,panarctic,alaska,True,2011-11-06,2011-11-11,0.821
sst,panarctic,alaska,True,2011-11-06,2011-11-12,0.831
sst,panarctic,alaska,True,2011-11-06,2011-11-13,0.68
sst,panarctic,alaska,True,2011-11-06,2011-11-14,0.675
sst,panarctic,alaska,True,2011-11-06,2011-11-15,0.645
sst,panarctic,alaska,True,2011-11-06,2011-11-16,0.647
sst,panarctic,alaska,True,2011-11-06,2011-11-17,0.662
sst,panarctic,alaska,True,2011-11-06,2011-11-18,0.601
sst,panarctic,alaska,True,2011-11-06,2011-11-19,0.629
sst,panarctic,alaska,True,2011-11-06,2011-11-20,0.703
sst,panarctic,north_pacific,False,2004-10-06,2004-10-07,0.709
sst,panarctic,north_pacific,False,2004-10-06,2004-10-08,0.698
sst,panarctic,north_pacific,False,2004-10-06,2004-10-09,0.69
sst,panarctic,north_pacific,False,2004-10-06,2004-10-10,0.677
sst,panarctic,north_pacific,False,2004-10-06,2004-10-11,0.664
sst,panarctic,north_pacific,False,2004-10-06,2004-10-12,0.648
sst,panarctic,north_pacific,False,2004-10-06,2004-10-13,0.639
sst,panarctic,north_pacific,False,2004-10-06,2004-10-14,0.645
sst,panarctic,north_pacific,False,2004-10-06,2004-10-15,0.657
sst,panarctic,north_pacific,False,2004-10-06,2004-10-16,0.669
sst,panarctic,north_pacific,False,2004-10-06,2004-10-17,0.678
sst,panarctic,north_pacific,False,2004-10-06,2004-10-18,0.71
sst,panarctic,north_pacific,False,2004-10-06,2004-10-19,0.704
sst,panarctic,north_pacific,False,2004-10-06,2004-10-20,0.705
sst,panarctic,north_pacific,False,2004-10-08,2004-10-09,0.625
sst,panarctic,north_pacific,False,2004-10-08,2004-10-10,0.617
sst,panarctic,north_pacific,False,2004-10-08,2004-10-11,0.609
sst,panarctic,north_pacific,False,2004-10-08,2004-10-12,0.611
sst,panarctic,north_pacific,False,2004-10-08,2004-10-13,0.613
sst,panarctic,north_pacific,False,2004-10-08,2004-10-14,0.623
sst,panarctic,north_pacific,False,2004-10-08,2004-10-15,0.644
sst,panarctic,north_pacific,False,2004-10-08,2004-10-16,0.65
sst,panarctic,north_pacific,False,2004-10-08,2004-10-17,0.653
sst,panarctic,north_pacific,False,2004-10-08,2004-10-18,0.68
sst,panarctic,north_pacific,False,2004-10-08,2004-10-19,0.68
sst,panarctic,north_pacific,False,2004-10-08,2004-10-20,0.675
sst,panarctic,north_pacific,False,2004-10-08,2004-10-21,0.679
sst,panarctic,north_pacific,False,2004-10-08,2004-10-22,0.675
sst,panarctic,north_pacific,False,2011-11-04,2011-11-05,0.566
sst,panarctic,north_pacific,False,2011-11-04,2011-11-06,0.551
sst,panarctic,north_pacific,False,2011-11-04,2011-11-07,0.567
sst,panarctic,north_pacific,False,2011-11-04,2011-11-08,0.543
sst,panarctic,north_pacific,False,2011-11-04,2011-11-09,0.607
sst,panarctic,north_pacific,False,2011-11-04,2011-11-10,0.6
sst,panarctic,north_pacific,False,2011-11-04,2011-11-11,0.581
sst,panarctic,north_pacific,False,2011-11-04,2011-11-12,0.555
sst,panarctic,north_pacific,False,2011-11-04,2011-11-13,0.607
sst,panarctic,north_pacific,False,2011-11-04,2011-11-14,0.59
sst,panarctic,north_pacific,False,2011-11-04,2011-11-15,0.599
sst,panarctic,north_pacific,False,2011-11-04,2011-11-16,0.591
sst,panarctic,north_pacific,False,2011-11-04,2011-11-17,0.587
sst,panarctic,north_pacific,False,2011-11-04,2011-11-18,0.594
sst,panarctic,north_pacific,False,2011-11-06,2011-11-07,0.687
sst,panarctic,north_pacific,False,2011-11-06,2011-11-08,0.664
sst,panarctic,north_pacific,False,2011-11-06,2011-11-09,0.738
sst,panarctic,north_pacific,False,2011-11-06,2011-11-10,0.716
sst,panarctic,north_pacific,False,2011-11-06,2011-11-11,0.697
sst,panarctic,north_pacific,False,2011-11-06,2011-11-12,0.67
sst,panarctic,north_pacific,False,2011-11-06,2011-11-13,0.733
sst,panarctic,north_pacific,False,2011-11-06,2011-11-14,0.722
sst,panarctic,north_pacific,False,2011-11-06,2011-11-15,0.716
sst,panarctic,north_pacific,False,2011-11-06,2011-11-16,0.706
sst,panarctic,north_pacific,False,2011-11-06,2011-11-17,0.704
sst,panarctic,north_pacific,False,2011-11-06,2011-11-18,0.71
sst,panarctic,north_pacific,False,2011-11-06,2011-11-19,0.711
sst,panarctic,north_pacific,False,2011-11-06,2011-11-20,0.728
sst,panarctic,north_pacific,True,2004-10-06,2004-10-07,2.175
sst,panarctic,north_pacific,True,2004-10-06,2004-10-08,2.167
sst,panarctic,north_pacific,True,2004-10-06,2004-10-09,2.152
sst,panarctic,north_pacific,True,2004-10-06,2004-10-10,2.144
sst,panarctic,north_pacific,True,2004-10-06,2004-10-11,2.122
sst,panarctic,north_pacific,True,2004-10-06,2004-10-12,2.117
sst,panarctic,north_pacific,True,2004-10-06,2004-10-13,2.122
sst,panarctic,north_pacific,True,2004-10-06,2004-10-14,2.119
sst,panarctic,north_pacific,True,2004-10-06,2004-10-15,2.115
sst,panarctic,north_pacific,True,2004-10-06,2004-10-16,2.125
sst,panarctic,north_pacific,True,2004-10-06,2004-10-17,2.141
sst,panarctic,north_pacific,True,2004-10-06,2004-10-18,2.08
sst,panarctic,north_pacific,True,2004-10-06,2004-10-19,2.068
sst,panarctic,north_pacific,True,2004-10-06,2004-10-20,2.063
sst,panarctic,north_pacific,True,2004-10-08,2004-10-09,2.109
sst,panarctic,north_pacific,True,2004-10-08,2004-10-10,2.093
sst,panarctic,north_pacific,True,2004-10-08,2004-10-11,2.093
sst,panarctic,north_pacific,True,2004-10-08,2004-10-12,2.075
sst,panarctic,north_pacific,True,2004-10-08,2004-10-13,2.074
sst,panarctic,north_pacific,True,2004-10-08,2004-10-14,2.08
sst,panarctic,north_pacific,True,2004-10-08,2004-10-15,2.087
sst,panarctic,north_pacific,True,2004-10-08,2004-10-16,2.076
sst,panarctic,north_pacific,True,2004-10-08,2004-10-17,2.097
sst,panarctic,north_pacific,True,2004-10-08,2004-10-18,2.049
sst,panarctic,north_pacific,True,2004-10-08,2004-10-19,2.034
sst,panarctic,north_pacific,True,2004-10-08,2004-10-20,2.017
sst,panarctic,north_pacific,True,2004-10-08,2004-10-21,2.01
sst,panarctic,north_pacific,True,2004-10-08,2004-10-22,2.0
sst,panarctic,north_pacific,True,2011-11-04,2011-11-05,0.718
sst,panarctic,north_pacific,True,2011-11-04,2011-11-06,0.702
sst,panarctic,north_pacific,True,2011-11-04,2011-11-07,0.716
sst,panarctic,north_pacific,True,2011-11-04,2011-11-08,0.706
sst,panarctic,north_pacific,True,2011-11-04,2011-11-09,0.739
sst,panarctic,north_pacific,True,2011-11-04,2011-11-10,0.747
sst,panarctic,north_pacific,True,2011-11-04,2011-11-11,0.75
sst,panarctic,north_pacific,True,2011-11-04,2011-11-12,0.734
sst,panarctic,north_pacific,True,2011-11-04,2011-11-13,0.77
sst,panarctic,north_pacific,True,2011-11-04,2011-11-14,0.76
sst,panarctic,north_pacific,True,2011-11-04,2011-11-15,0.788
sst,panarctic,north_pacific,True,2011-11-04,2011-11-16,0.828
sst,panarctic,north_pacific,True,2011-11-04,2011-11-17,0.804
sst,panarctic,north_pacific,True,2011-11-04,2011-11-18,0.795
sst,panarctic,north_pacific,True,2011-11-06,2011-11-07,0.794
sst,panarctic,north_pacific,True,2011-11-06,2011-11-08,0.774
sst,panarctic,north_pacific,True,2011-11-06,2011-11-09,0.799
sst,panarctic,north_pacific,True,2011-11-06,2011-11-10,0.805
sst,panarctic,north_pacific,True,2011-11-06,2011-11-11,0.761
sst,panarctic,north_pacific,True,2011-11-06,2011-11-12,0.775
sst,panarctic,north_pacific,True,2011-11-06,2011-11-13,0.816
sst,panarctic,north_pacific,True,2011-11-06,2011-11-14,0.816
sst,panarctic,north_pacific,True,2011-11-06,2011-11-15,0.828
sst,panarctic,north_pacific,True,2011-11-06,2011-11-16,0.862
sst,panarctic,north_pacific,True,2011-11-06,2011-11-17,0.842
sst,panarctic,north_pacific,True,2011-11-06,2011-11-18,0.82
sst,panarctic,north_pacific,True,2011-11-06,2011-11-19,0.827
sst,panarctic,north_pacific,True,2011-11-06,2011-11-20,0.842
sst,panarctic,northern_hs,False,2004-10-06,2004-10-07,0.644
sst,panarctic,northern_hs,False,2004-10-06,2004-10-08,0.635
sst,panarctic,northern_hs,False,2004-10-06,2004-10-09,0.633
sst,panarctic,northern_hs,False,2004-10-06,2004-10-10,0.63
sst,panarctic,northern_hs,False,2004-10-06,2004-10-11,0.625
sst,panarctic,northern_hs,False,2004-10-06,2004-10-12,0.616
sst,panarctic,northern_hs,False,2004-10-06,2004-10-13,0.613
sst,panarctic,northern_hs,False,2004-10-06,2004-10-14,0.622
sst,panarctic,northern_hs,False,2004-10-06,2004-10-15,0.63
sst,panarctic,northern_hs,False,2004-10-06,2004-10-16,0.636
sst,panarctic,northern_hs,False,2004-10-06,2004-10-17,0.635
sst,panarctic,northern_hs,False,2004-10-06,2004-10-18,0.671
sst,panarctic,northern_hs,False,2004-10-06,2004-10-19,0.657
sst,panarctic,northern_hs,False,2004-10-06,2004-10-20,0.652
sst,panarctic,northern_hs,False,2004-10-08,2004-10-09,0.592
sst,panarctic,northern_hs,False,2004-10-08,2004-10-10,0.592
sst,panarctic,northern_hs,False,2004-10-08,2004-10-11,0.591
sst,panarctic,northern_hs,False,2004-10-08,2004-10-12,0.59
sst,panarctic,northern_hs,False,2004-10-08,2004-10-13,0.595
sst,panarctic,northern_hs,False,2004-10-08,2004-10-14,0.606
sst,panarctic,northern_hs,False,2004-10-08,2004-10-15,0.623
sst,panarctic,northern_hs,False,2004-10-08,2004-10-16,0.631
sst,panarctic,northern_hs,False,2004-10-08,2004-10-17,0.634
sst,panarctic,northern_hs,False,2004-10-08,2004-10-18,0.668
sst,panarctic,northern_hs,False,2004-10-08,2004-10-19,0.668
sst,panarctic,northern_hs,False,2004-10-08,2004-10-20,0.664
sst,panarctic,northern_hs,False,2004-10-08,2004-10-21,0.669
sst,panarctic,northern_hs,False,2004-10-08,2004-10-22,0.664
sst,panarctic,northern_hs,False,2011-11-04,2011-11-05,0.572
sst,panarctic,northern_hs,False,2011-11-04,2011-11-06,0.588
sst,panarctic,northern_hs,False,2011-11-04,2011-11-07,0.6
sst,panarctic,northern_hs,False,2011-11-04,2011-11-08,0.592
sst,panarctic,northern_hs,False,2011-11-04,2011-11-09,0.63
sst,panarctic,northern_hs,False,2011-11-04,2011-11-10,0.632
sst,panarctic,northern_hs,False,2011-11-04,2011-11-11,0.611
sst,panarctic,northern_hs,False,2011-11-04,2011-11-12,0.586
sst,panarctic,northern_hs,False,2011-11-04,2011-11-13,0.621
sst,panarctic,northern_hs,False,2011-11-04,2011-11-14,0.612
sst,panarctic,northern_hs,False,2011-11-04,2011-11-15,0.621
sst,panarctic,northern_hs,False,2011-11-04,2011-11-16,0.616
sst,panarctic,northern_hs,False,2011-11-04,2011-11-17,0.609
sst,panarctic,northern_hs,False,2011-11-04,2011-11-18,0.595
sst,panarctic,northern_hs,False,2011-11-06,2011-11-07,0.65
sst,panarctic,northern_hs,False,2011-11-06,2011-11-08,0.645
sst,panarctic,northern_hs,False,2011-11-06,2011-11-09,0.692
sst,panarctic,northern_hs,False,2011-11-06,2011-11-10,0.684
sst,panarctic,northern_hs,False,2011-11-06,2011-11-11,0.667
sst,panarctic,northern_hs,False,2011-11-06,2011-11-12,0.644
sst,panarctic,northern_hs,False,2011-11-06,2011-11-13,0.682
sst,panarctic,northern_hs,False,2011-11-06,2011-11-14,0.677
sst,panarctic,northern_hs,False,2011-11-06,2011-11-15,0.676
sst,panarctic,northern_hs,False,2011-11-06,2011-11-16,0.668
sst,panarctic,northern_hs,False,2011-11-06,2011-11-17,0.664
sst,panarctic,northern_hs,False,2011-11-06,2011-11-18,0.655
sst,panarctic,northern_hs,False,2011-11-06,2011-11-19,0.647
sst,panarctic,northern_hs,False,2011-11-06,2011-11-20,0.662
sst,panarctic,northern_hs,True,2004-10-06,2004-10-07,1.936
sst,panarctic,northern_hs,True,2004-10-06,2004-10-08,1.93
sst,panarctic,northern_hs,True,2004-10-06,2004-10-09,1.918
sst,panarctic,northern_hs,True,2004-10-06,2004-10-10,1.907
sst,panarctic,northern_hs,True,2004-10-06,2004-10-11,1.887
sst,panarctic,northern_hs,True,2004-10-06,2004-10-12,1.877
sst,panarctic,northern_hs,True,2004-10-06,2004-10-13,1.876
sst,panarctic,northern_hs,True,2004-10-06,2004-10-14,1.875
sst,panarctic,northern_hs,True,2004-10-06,2004-10-15,1.874
sst,panarctic,northern_hs,True,2004-10-06,2004-10-16,1.877
sst,panarctic,northern_hs,True,2004-10-06,2004-10-17,1.881
sst,panarctic,northern_hs,True,2004-10-06,2004-10-18,1.836
sst,panarctic,northern_hs,True,2004-10-06,2004-10-19,1.829
sst,panarctic,northern_hs,True,2004-10-06,2004-10-20,1.839
sst,panarctic,northern_hs,True,2004-10-08,2004-10-09,1.882
sst,panarctic,northern_hs,True,2004-10-08,2004-10-10,1.867
sst,panarctic,northern_hs,True,2004-10-08,2004-10-11,1.86
sst,panarctic,northern_hs,True,2004-10-08,2004-10-12,1.847
sst,panarctic,northern_hs,True,2004-10-08,2004-10-13,1.835
sst,panarctic,northern_hs,True,2004-10-08,2004-10-14,1.835
sst,panarctic,northern_hs,True,2004-10-08,2004-10-15,1.841
sst,panarctic,northern_hs,True,2004-10-08,2004-10-16,1.837
sst,panarctic,northern_hs,True,2004-10-08,2004-10-17,1.845
sst,panarctic,northern_hs,True,2004-10-08,2004-10-18,1.808
sst,panarctic,northern_hs,True,2004-10-08,2004-10-19,1.803
sst,panarctic,northern_hs,True,2004-10-08,2004-10-20,1.798
sst,panarctic,northern_hs,True,2004-10-08,2004-10-21,1.808
sst,panarctic,northern_hs,True,2004-10-08,2004-10-22,1.809
sst,panarctic,northern_hs,True,2011-11-04,2011-11-05,0.653
sst,panarctic,northern_hs,True,2011-11-04,2011-11-06,0.644
sst,panarctic,northern_hs,True,2011-11-04,2011-11-07,0.638
sst,panarctic,northern_hs,True,2011-11-04,2011-11-08,0.648
sst,panarctic,northern_hs,True,2011-11-04,2011-11-09,0.676
sst,panarctic,northern_hs,True,2011-11-04,2011-11-10,0.68
sst,panarctic,northern_hs,True,2011-11-04,2011-11-11,0.676
sst,panarctic,northern_hs,True,2011-11-04,2011-11-12,0.664
sst,panarctic,northern_hs,True,2011-11-04,2011-11-13,0.68
sst,panarctic,northern_hs,True,2011-11-04,2011-11-14,0.681
sst,panarctic,northern_hs,True,2011-11-04,2011-11-15,0.694
sst,panarctic,northern_hs,True,2011-11-04,2011-11-16,0.713
sst,panarctic,northern_hs,True,2011-11-04,2011-11-17,0.7
sst,panarctic,northern_hs,True,2011-11-04,2011-11-18,0.687
sst,panarctic,northern_hs,True,2011-11-06,2011-11-07,0.684
sst,panarctic,northern_hs,True,2011-11-06,2011-11-08,0.69
sst,panarctic,northern_hs,True,2011-11-06,2011-11-09,0.713
sst,panarctic,northern_hs,True,2011-11-06,2011-11-10,0.701
sst,panarctic,northern_hs,True,2011-11-06,2011-11-11,0.677
sst,panarctic,northern_hs,True,2011-11-06,2011-11-12,0.678
sst,panarctic,northern_hs,True,2011-11-06,2011-11-13,0.701
sst,panarctic,northern_hs,True,2011-11-06,2011-11-14,0.704
sst,panarctic,northern_hs,True,2011-11-06,2011-11-15,0.71
sst,panarctic,northern_hs,True,2011-11-06,2011-11-16,0.729
sst,panarctic,northern_hs,True,2011-11-06,2011-11-17,0.718
sst,panarctic,northern_hs,True,2011-11-06,2011-11-18,0.706
sst,panarctic,northern_hs,True,2011-11-06,2011-11-19,0.72
sst,panarctic,northern_hs,True,2011-11-06,2011-11-20,0.739
sst,panarctic,panarctic,False,2004-10-06,2004-10-07,0.547
sst,panarctic,panarctic,False,2004-10-06,2004-10-08,0.533
sst,panarctic,panarctic,False,2004-10-06,2004-10-09,0.529
sst,panarctic,panarctic,False,2004-10-06,2004-10-10,0.525
sst,panarctic,panarctic,False,2004-10-06,2004-10-11,0.518
sst,panarctic,panarctic,False,2004-10-06,2004-10-12,0.507
sst,panarctic,panarctic,False,2004-10-06,2004-10-13,0.503
sst,panarctic,panarctic,False,2004-10-06,2004-10-14,0.506
sst,panarctic,panarctic,False,2004-10-06,2004-10-15,0.502
sst,panarctic,panarctic,False,2004-10-06,2004-10-16,0.498
sst,panarctic,panarctic,False,2004-10-06,2004-10-17,0.499
sst,panarctic,panarctic,False,2004-10-06,2004-10-18,0.571
sst,panarctic,panarctic,False,2004-10-06,2004-10-19,0.539
sst,panarctic,panarctic,False,2004-10-06,2004-10-20,0.511
sst,panarctic,panarctic,False,2004-10-08,2004-10-09,0.498
sst,panarctic,panarctic,False,2004-10-08,2004-10-10,0.492
sst,panarctic,panarctic,False,2004-10-08,2004-10-11,0.49
sst,panarctic,panarctic,False,2004-10-08,2004-10-12,0.488
sst,panarctic,panarctic,False,2004-10-08,2004-10-13,0.495
sst,panarctic,panarctic,False,2004-10-08,2004-10-14,0.504
sst,panarctic,panarctic,False,2004-10-08,2004-10-15,0.516
sst,panarctic,panarctic,False,2004-10-08,2004-10-16,0.521
sst,panarctic,panarctic,False,2004-10-08,2004-10-17,0.528
sst,panarctic,panarctic,False,2004-10-08,2004-10-18,0.594
sst,panarctic,panarctic,False,2004-10-08,2004-10-19,0.587
sst,panarctic,panarctic,False,2004-10-08,2004-10-20,0.571
sst,panarctic,panarctic,False,2004-10-08,2004-10-21,0.561
sst,panarctic,panarctic,False,2004-10-08,2004-10-22,0.544
sst,panarctic,panarctic,False,2011-11-04,2011-11-05,0.353
sst,panarctic,panarctic,False,2011-11-04,2011-11-06,0.384
sst,panarctic,panarctic,False,2011-11-04,2011-11-07,0.399
sst,panarctic,panarctic,False,2011-11-04,2011-11-08,0.422
sst,panarctic,panarctic,False,2011-11-04,2011-11-09,0.423
sst,panarctic,panarctic,False,2011-11-04,2011-11-10,0.383
sst,panarctic,panarctic,False,2011-11-04,2011-11-11,0.386
sst,panarctic,panarctic,False,2011-11-04,2011-11-12,0.353
sst,panarctic,panarctic,False,2011-11-04,2011-11-13,0.36
sst,panarctic,panarctic,False,2011-11-04,2011-11-14,0.359
sst,panarctic,panarctic,False,2011-11-04,2011-11-15,0.359
sst,panarctic,panarctic,False,2011-11-04,2011-11-16,0.349
sst,panarctic,panarctic,False,2011-11-04,2011-11-17,0.333
sst,panarctic,panarctic,False,2011-11-04,2011-11-18,0.32
sst,panarctic,panarctic,False,2011-11-06,2011-11-07,0.382
sst,panarctic,panarctic,False,2011-11-06,2011-11-08,0.413
sst,panarctic,panarctic,False,2011-11-06,2011-11-09,0.426
sst,panarctic,panarctic,False,2011-11-06,2011-11-10,0.385
sst,panarctic,panarctic,False,2011-11-06,2011-11-11,0.387
sst,panarctic,panarctic,False,2011-11-06,2011-11-12,0.356
sst,panarctic,panarctic,False,2011-11-06,2011-11-13,0.363
sst,panarctic,panarctic,False,2011-11-06,2011-11-14,0.364
sst,panarctic,panarctic,False,2011-11-06,2011-11-15,0.377
sst,panarctic,panarctic,False,2011-11-06,2011-11-16,0.35
sst,panarctic,panarctic,False,2011-11-06,2011-11-17,0.344
sst,panarctic,panarctic,False,2011-11-06,2011-11-18,0.327
sst,panarctic,panarctic,False,2011-11-06,2011-11-19,0.328
sst,panarctic,panarctic,False,2011-11-06,2011-11-20,0.321
sst,panarctic,panarctic,True,2004-10-06,2004-10-07,1.507
sst,panarctic,panarctic,True,2004-10-06,2004-10-08,1.471
sst,panarctic,panarctic,True,2004-10-06,2004-10-09,1.434
sst,panarctic,panarctic,True,2004-10-06,2004-10-10,1.41
sst,panarctic,panarctic,True,2004-10-06,2004-10-11,1.386
sst,panarctic,panarctic,True,2004-10-06,2004-10-12,1.369
sst,panarctic,panarctic,True,2004-10-06,2004-10-13,1.372
sst,panarctic,panarctic,True,2004-10-06,2004-10-14,1.371
sst,panarctic,panarctic,True,2004-10-06,2004-10-15,1.36
sst,panarctic,panarctic,True,2004-10-06,2004-10-16,1.348
sst,panarctic,panarctic,True,2004-10-06,2004-10-17,1.353
sst,panarctic,panarctic,True,2004-10-06,2004-10-18,1.232
sst,panarctic,panarctic,True,2004-10-06,2004-10-19,1.194
sst,panarctic,panarctic,True,2004-10-06,2004-10-20,1.186
sst,panarctic,panarctic,True,2004-10-08,2004-10-09,1.41
sst,panarctic,panarctic,True,2004-10-08,2004-10-10,1.379
sst,panarctic,panarctic,True,2004-10-08,2004-10-11,1.367
sst,panarctic,panarctic,True,2004-10-08,2004-10-12,1.356
sst,panarctic,panarctic,True,2004-10-08,2004-10-13,1.352
sst,panarctic,panarctic,True,2004-10-08,2004-10-14,1.349
sst,panarctic,panarctic,True,2004-10-08,2004-10-15,1.341
sst,panarctic,panarctic,True,2004-10-08,2004-10-16,1.326
sst,panarctic,panarctic,True,2004-10-08,2004-10-17,1.324
sst,panarctic,panarctic,True,2004-10-08,2004-10-18,1.223
sst,panarctic,panarctic,True,2004-10-08,2004-10-19,1.194
sst,panarctic,panarctic,True,2004-10-08,2004-10-20,1.161
sst,panarctic,panarctic,True,2004-10-08,2004-10-21,1.155
sst,panarctic,panarctic,True,2004-10-08,2004-10-22,1.155
sst,panarctic,panarctic,True,2011-11-04,2011-11-05,0.442
sst,panarctic,panarctic,True,2011-11-04,2011-11-06,0.464
sst,panarctic,panarctic,True,2011-11-04,2011-11-07,0.418
sst,panarctic,panarctic,True,2011-11-04,2011-11-08,0.472
sst,panarctic,panarctic,True,2011-11-04,2011-11-09,0.508
sst,panarctic,panarctic,True,2011-11-04,2011-11-10,0.467
sst,panarctic,panarctic,True,2011-11-04,2011-11-11,0.481
sst,panarctic,panarctic,True,2011-11-04,2011-11-12,0.465
sst,panarctic,panarctic,True,2011-11-04,2011-11-13,0.446
sst,panarctic,panarctic,True,2011-11-04,2011-11-14,0.457
sst,panarctic,panarctic,True,2011-11-04,2011-11-15,0.448
sst,panarctic,panarctic,True,2011-11-04,2011-11-16,0.43
sst,panarctic,panarctic,True,2011-11-04,2011-11-17,0.41
sst,panarctic,panarctic,True,2011-11-04,2011-11-18,0.399
sst,panarctic,panarctic,True,2011-11-06,2011-11-07,0.464
sst,panarctic,panarctic,True,2011-11-06,2011-11-08,0.522
sst,panarctic,panarctic,True,2011-11-06,2011-11-09,0.552
sst,panarctic,panarctic,True,2011-11-06,2011-11-10,0.487
sst,panarctic,panarctic,True,2011-11-06,2011-11-11,0.491
sst,panarctic,panarctic,True,2011-11-06,2011-11-12,0.473
sst,panarctic,panarctic,True,2011-11-06,2011-11-13,0.451
sst,panarctic,panarctic,True,2011-11-06,2011-11-14,0.462
sst,panarctic,panarctic,True,2011-11-06,2011-11-15,0.452
sst,panarctic,panarctic,True,2011-11-06,2011-11-16,0.443
sst,panarctic,panarctic,True,2011-11-06,2011-11-17,0.428
sst,panarctic,panarctic,True,2011-11-06,2011-11-18,0.431
sst,panarctic,panarctic,True,2011-11-06,2011-11-19,0.434
sst,panarctic,panarctic,True,2011-11-06,2011-11-20,0.453
t2m,alaska,alaska,False,2004-10-06,2004-10-07,1.726
t2m,alaska,alaska,False,2004-10-06,2004-10-08,2.376
t2m,alaska,alaska,False,2004-10-06,2004-10-09,2.764
t2m,alaska,alaska,False,2004-10-06,2004-10-10,2.983
t2m,alaska,alaska,False,2004-10-06,2004-10-11,2.899
t2m,alaska,alaska,False,2004-10-06,2004-10-12,3.215
t2m,alaska,alaska,False,2004-10-06,2004-10-13,3.326
t2m,alaska,alaska,False,2004-10-06,2004-10-14,2.546
t2m,alaska,alaska,False,2004-10-06,2004-10-15,3.121
t2m,alaska,alaska,False,2004-10-06,2004-10-16,3.026
t2m,alaska,alaska,False,2004-10-06,2004-10-17,3.753
t2m,alaska,alaska,False,2004-10-06,2004-10-18,4.193
t2m,alaska,alaska,False,2004-10-06,2004-10-19,4.948
t2m,alaska,alaska,False,2004-10-06,2004-10-20,3.728
t2m,alaska,alaska,False,2004-10-08,2004-10-09,1.921
t2m,alaska,alaska,False,2004-10-08,2004-10-10,2.623
t2m,alaska,alaska,False,2004-10-08,2004-10-11,2.71
t2m,alaska,alaska,False,2004-10-08,2004-10-12,3.101
t2m,alaska,alaska,False,2004-10-08,2004-10-13,3.565
t2m,alaska,alaska,False,2004-10-08,2004-10-14,2.986
t2m,alaska,alaska,False,2004-10-08,2004-10-15,3.44
t2m,alaska,alaska,False,2004-10-08,2004-10-16,2.708
t2m,alaska,alaska,False,2004-10-08,2004-10-17,3.086
t2m,alaska,alaska,False,2004-10-08,2004-10-18,3.959
t2m,alaska,alaska,False,2004-10-08,2004-10-19,4.076
t2m,alaska,alaska,False,2004-10-08,2004-10-20,3.1
t2m,alaska,alaska,False,2004-10-08,2004-10-21,2.743
t2m,alaska,alaska,False,2004-10-08,2004-10-22,2.426
t2m,alaska,alaska,False,2011-11-04,2011-11-05,3.394
t2m,alaska,alaska,False,2011-11-04,2011-11-06,4.256
t2m,alaska,alaska,False,2011-11-04,2011-11-07,3.46
t2m,alaska,alaska,False,2011-11-04,2011-11-08,3.972
t2m,alaska,alaska,False,2011-11-04,2011-11-09,3.815
t2m,alaska,alaska,False,2011-11-04,2011-11-10,4.072
t2m,alaska,alaska,False,2011-11-04,2011-11-11,3.987
t2m,alaska,alaska,False,2011-11-04,2011-11-12,4.043
t2m,alaska,alaska,False,2011-11-04,2011-11-13,3.902
t2m,alaska,alaska,False,2011-11-04,2011-11-14,4.579
t2m,alaska,alaska,False,2011-11-04,2011-11-15,5.564
t2m,alaska,alaska,False,2011-11-04,2011-11-16,5.751
t2m,alaska,alaska,False,2011-11-04,2011-11-17,6.37
t2m,alaska,alaska,False,2011-11-04,2011-11-18,6.31
t2m,alaska,alaska,False,2011-11-06,2011-11-07,2.954
t2m,alaska,alaska,False,2011-11-06,2011-11-08,3.873
t2m,alaska,alaska,False,2011-11-06,2011-11-09,5.382
t2m,alaska,alaska,False,2011-11-06,2011-11-10,6.366
t2m,alaska,alaska,False,2011-11-06,2011-11-11,6.7
t2m,alaska,alaska,False,2011-11-06,2011-11-12,5.426
t2m,alaska,alaska,False,2011-11-06,2011-11-13,4.337
t2m,alaska,alaska,False,2011-11-06,2011-11-14,4.935
t2m,alaska,alaska,False,2011-11-06,2011-11-15,5.645
t2m,alaska,alaska,False,2011-11-06,2011-11-16,5.884
t2m,alaska,alaska,False,2011-11-06,2011-11-17,6.081
t2m,alaska,alaska,False,2011-11-06,2011-11-18,6.274
t2m,alaska,alaska,False,2011-11-06,2011-11-19,6.372
t2m,alaska,alaska,False,2011-11-06,2011-11-20,5.731
t2m,alaska,alaska,True,2004-10-06,2004-10-07,2.504
t2m,alaska,alaska,True,2004-10-06,2004-10-08,2.521
t2m,alaska,alaska,True,2004-10-06,2004-10-09,3.153
t2m,alaska,alaska,True,2004-10-06,2004-10-10,3.857
